Jintra	DeltaJ	Freq1	Freq2	Freq3
-18.500000	-9.040000	0.000000	19.464141	19.464141
-18.500000	-9.536667	0.000000	19.567281	19.567281
-18.500000	-10.033333	0.000000	19.674758	19.674758
-18.500000	-10.530000	0.000000	19.786412	19.786412
-18.500000	-11.026667	0.000000	19.902076	19.902076
-18.500000	-11.523333	0.000000	20.021584	20.021584
-18.500000	-12.020000	0.000000	20.144764	20.144764
-18.500000	-12.516667	0.000000	20.271444	20.271444
-18.500000	-13.013333	0.000000	20.401452	20.401452
-18.500000	-13.510000	0.000000	20.534611	20.534611
-18.500000	-14.006667	0.000000	20.670747	20.670747
-18.500000	-14.503333	0.000000	20.809684	20.809684
-18.500000	-15.000000	0.000000	20.951247	20.951247
-19.400000	-0.100000	0.000000	19.400118	19.400118
-19.400000	-0.596667	0.000000	19.404205	19.404205
-19.400000	-1.093333	0.000000	19.414111	19.414111
-19.400000	-1.590000	0.000000	19.429822	19.429822
-19.400000	-2.086667	0.000000	19.451310	19.451310
-19.400000	-2.583333	0.000000	19.478541	19.478541
-19.400000	-3.080000	0.000000	19.511470	19.511470
-19.400000	-3.576667	0.000000	19.550043	19.550043
-19.400000	-4.073333	0.000000	19.594199	19.594199
-19.400000	-4.570000	0.000000	19.643866	19.643866
-19.400000	-5.066667	0.000000	19.698965	19.698965
-19.400000	-5.563333	0.000000	19.759409	19.759409
-19.400000	-6.060000	0.000000	19.825104	19.825104
-19.400000	-6.556667	0.000000	19.895947	19.895947
-19.400000	-7.053333	0.000000	19.971830	19.971830
-19.400000	-7.550000	0.000000	20.052639	20.052639
-19.400000	-8.046667	0.000000	20.138252	20.138252
-19.400000	-8.543333	0.000000	20.228544	20.228544
-19.400000	-9.040000	0.000000	20.323382	20.323382
-19.400000	-9.536667	0.000000	20.422631	20.422631
-19.400000	-10.033333	0.000000	20.526151	20.526151
-19.400000	-10.530000	0.000000	20.633798	20.633798
-19.400000	-11.026667	0.000000	20.745424	20.745424
-19.400000	-11.523333	0.000000	20.860881	20.860881
-19.400000	-12.020000	0.000000	20.980014	20.980014
-19.400000	-12.516667	0.000000	21.102669	21.102669
-19.400000	-13.013333	0.000000	21.228690	21.228690
-19.400000	-13.510000	0.000000	21.357920	21.357920
-19.400000	-14.006667	0.000000	21.490199	21.490199
-19.400000	-14.503333	0.000000	21.625368	21.625368
-19.400000	-15.000000	0.000000	21.763268	21.763268
-20.300000	-0.100000	0.000000	20.300113	20.300113
-20.300000	-0.596667	0.000000	20.304018	20.304018
-20.300000	-1.093333	0.000000	20.313486	20.313486
-20.300000	-1.590000	0.000000	20.328503	20.328503
-20.300000	-2.086667	0.000000	20.349045	20.349045
-20.300000	-2.583333	0.000000	20.375083	20.375083
-20.300000	-3.080000	0.000000	20.406576	20.406576
-20.300000	-3.576667	0.000000	20.443479	20.443479
-20.300000	-4.073333	0.000000	20.485737	20.485737
-20.300000	-4.570000	0.000000	20.533287	20.533287
-20.300000	-5.066667	0.000000	20.586060	20.586060
-20.300000	-5.563333	0.000000	20.643980	20.643980
-20.300000	-6.060000	0.000000	20.706963	20.706963
-20.300000	-6.556667	0.000000	20.774920	20.774920
-20.300000	-7.053333	0.000000	20.847756	20.847756
-20.300000	-7.550000	0.000000	20.925368	20.925368
-20.300000	-8.046667	0.000000	21.007650	21.007650
-20.300000	-8.543333	0.000000	21.094491	21.094491
-20.300000	-9.040000	0.000000	21.185772	21.185772
-20.300000	-9.536667	0.000000	21.281375	21.281375
-20.300000	-10.033333	0.000000	21.381173	21.381173
-20.300000	-10.530000	0.000000	21.485038	21.485038
-20.300000	-11.026667	0.000000	21.592839	21.592839
-20.300000	-11.523333	0.000000	21.704440	21.704440
-20.300000	-12.020000	0.000000	21.819706	21.819706
-20.300000	-12.516667	0.000000	21.938497	21.938497
-20.300000	-13.013333	0.000000	22.060671	22.060671
-20.300000	-13.510000	0.000000	22.186086	22.186086
-20.300000	-14.006667	0.000000	22.314598	22.314598
-20.300000	-14.503333	0.000000	22.446062	22.446062
-20.300000	-15.000000	0.000000	22.580334	22.580334
-21.200000	-0.100000	0.000000	21.200108	21.200108
-21.200000	-0.596667	0.000000	21.203848	21.203848
-21.200000	-1.093333	0.000000	21.212915	21.212915
-21.200000	-1.590000	0.000000	21.227296	21.227296
-21.200000	-2.086667	0.000000	21.246972	21.246972
-21.200000	-2.583333	0.000000	21.271916	21.271916
-21.200000	-3.080000	0.000000	21.302093	21.302093
-21.200000	-3.576667	0.000000	21.337462	21.337462
-21.200000	-4.073333	0.000000	21.377976	21.377976
-21.200000	-4.570000	0.000000	21.423579	21.423579
-21.200000	-5.066667	0.000000	21.474210	21.474210
-21.200000	-5.563333	0.000000	21.529802	21.529802
-21.200000	-6.060000	0.000000	21.590281	21.590281
-21.200000	-6.556667	0.000000	21.655568	21.655568
-21.200000	-7.053333	0.000000	21.725578	21.725578
-21.200000	-7.550000	0.000000	21.800222	21.800222
-21.200000	-8.046667	0.000000	21.879404	21.879404
-21.200000	-8.543333	0.000000	21.963024	21.963024
-21.200000	-9.040000	0.000000	22.050980	22.050980
-21.200000	-9.536667	0.000000	22.143162	22.143162
-21.200000	-10.033333	0.000000	22.239460	22.239460
-21.200000	-10.530000	0.000000	22.339758	22.339758
-21.200000	-11.026667	0.000000	22.443939	22.443939
-21.200000	-11.523333	0.000000	22.551880	22.551880
-21.200000	-12.020000	0.000000	22.663459	22.663459
-21.200000	-12.516667	0.000000	22.778550	22.778550
-21.200000	-13.013333	0.000000	22.897026	22.897026
-21.200000	-13.510000	0.000000	23.018757	23.018757
-21.200000	-14.006667	0.000000	23.143613	23.143613
-21.200000	-14.503333	0.000000	23.271461	23.271461
-21.200000	-15.000000	0.000000	23.402170	23.402170
-22.100000	-0.100000	0.000000	22.100104	22.100104
-22.100000	-0.596667	0.000000	22.103691	22.103691
-22.100000	-1.093333	0.000000	22.112389	22.112389
-22.100000	-1.590000	0.000000	22.126187	22.126187
-22.100000	-2.086667	0.000000	22.145066	22.145066
-22.100000	-2.583333	0.000000	22.169004	22.169004
-22.100000	-3.080000	0.000000	22.197970	22.197970
-22.100000	-3.576667	0.000000	22.231927	22.231927
-22.100000	-4.073333	0.000000	22.270833	22.270833
-22.100000	-4.570000	0.000000	22.314639	22.314639
-22.100000	-5.066667	0.000000	22.363292	22.363292
-22.100000	-5.563333	0.000000	22.416730	22.416730
-22.100000	-6.060000	0.000000	22.474891	22.474891
-22.100000	-6.556667	0.000000	22.537701	22.537701
-22.100000	-7.053333	0.000000	22.605087	22.605087
-22.100000	-7.550000	0.000000	22.676968	22.676968
-22.100000	-8.046667	0.000000	22.753260	22.753260
-22.100000	-8.543333	0.000000	22.833873	22.833873
-22.100000	-9.040000	0.000000	22.918714	22.918714
-22.100000	-9.536667	0.000000	23.007688	23.007688
-22.100000	-10.033333	0.000000	23.100693	23.100693
-22.100000	-10.530000	0.000000	23.197627	23.197627
-22.100000	-11.026667	0.000000	23.298383	23.298383
-22.100000	-11.523333	0.000000	23.402852	23.402852
-22.100000	-12.020000	0.000000	23.510922	23.510922
-22.100000	-12.516667	0.000000	23.622481	23.622481
-22.100000	-13.013333	0.000000	23.737411	23.737411
-22.100000	-13.510000	0.000000	23.855597	23.855597
-22.100000	-14.006667	0.000000	23.976918	23.976918
-22.100000	-14.503333	0.000000	24.101256	24.101256
-22.100000	-15.000000	0.000000	24.228489	24.228489
-23.000000	-0.100000	0.000000	23.000100	23.000100
-23.000000	-0.596667	0.000000	23.003547	23.003547
-23.000000	-1.093333	0.000000	23.011905	23.011905
-23.000000	-1.590000	0.000000	23.025164	23.025164
-23.000000	-2.086667	0.000000	23.043309	23.043309
-23.000000	-2.583333	0.000000	23.066318	23.066318
-23.000000	-3.080000	0.000000	23.094165	23.094165
-23.000000	-3.576667	0.000000	23.126818	23.126818
-23.000000	-4.073333	0.000000	23.164237	23.164237
-23.000000	-4.570000	0.000000	23.206381	23.206381
-23.000000	-5.066667	0.000000	23.253201	23.253201
-23.000000	-5.563333	0.000000	23.304643	23.304643
-23.000000	-6.060000	0.000000	23.360650	23.360650
-23.000000	-6.556667	0.000000	23.421159	23.421159
-23.000000	-7.053333	0.000000	23.486102	23.486102
-23.000000	-7.550000	0.000000	23.555407	23.555407
-23.000000	-8.046667	0.000000	23.628999	23.628999
-23.000000	-8.543333	0.000000	23.706799	23.706799
-23.000000	-9.040000	0.000000	23.788722	23.788722
-23.000000	-9.536667	0.000000	23.874682	23.874682
-23.000000	-10.033333	0.000000	23.964588	23.964588
-23.000000	-10.530000	0.000000	24.058348	24.058348
-23.000000	-11.026667	0.000000	24.155865	24.155865
-23.000000	-11.523333	0.000000	24.257042	24.257042
-23.000000	-12.020000	0.000000	24.361776	24.361776
-23.000000	-12.516667	0.000000	24.469965	24.469965
-23.000000	-13.013333	0.000000	24.581505	24.581505
-23.000000	-13.510000	0.000000	24.696287	24.696287
-23.000000	-14.006667	0.000000	24.814204	24.814204
-23.000000	-14.503333	0.000000	24.935146	24.935146
-23.000000	-15.000000	0.000000	25.059003	25.059003
-23.900000	-0.100000	0.000000	23.900096	23.900096
-23.900000	-0.596667	0.000000	23.903413	23.903413
-23.900000	-1.093333	0.000000	23.911457	23.911457
-23.900000	-1.590000	0.000000	23.924218	23.924218
-23.900000	-2.086667	0.000000	23.941684	23.941684
-23.900000	-2.583333	0.000000	23.963834	23.963834
-23.900000	-3.080000	0.000000	23.990645	23.990645
-23.900000	-3.576667	0.000000	24.022088	24.022088
-23.900000	-4.073333	0.000000	24.058129	24.058129
-23.900000	-4.570000	0.000000	24.098730	24.098730
-23.900000	-5.066667	0.000000	24.143848	24.143848
-23.900000	-5.563333	0.000000	24.193434	24.193434
-23.900000	-6.060000	0.000000	24.247437	24.247437
-23.900000	-6.556667	0.000000	24.305801	24.305801
-23.900000	-7.053333	0.000000	24.368465	24.368465
-23.900000	-7.550000	0.000000	24.435365	24.435365
-23.900000	-8.046667	0.000000	24.506432	24.506432
-23.900000	-8.543333	0.000000	24.581595	24.581595
-23.900000	-9.040000	0.000000	24.660779	24.660779
-23.900000	-9.536667	0.000000	24.743906	24.743906
-23.900000	-10.033333	0.000000	24.830893	24.830893
-23.900000	-10.530000	0.000000	24.921657	24.921657
-23.900000	-11.026667	0.000000	25.016112	25.016112
-23.900000	-11.523333	0.000000	25.114167	25.114167
-23.900000	-12.020000	0.000000	25.215731	25.215731
-23.900000	-12.516667	0.000000	25.320710	25.320710
-23.900000	-13.013333	0.000000	25.429009	25.429009
-23.900000	-13.510000	0.000000	25.540531	25.540531
-23.900000	-14.006667	0.000000	25.655176	25.655176
-23.900000	-14.503333	0.000000	25.772844	25.772844
-23.900000	-15.000000	0.000000	25.893434	25.893434
-24.800000	-0.100000	0.000000	24.800092	24.800092
-24.800000	-0.596667	0.000000	24.803289	24.803289
-24.800000	-1.093333	0.000000	24.811041	24.811041
-24.800000	-1.590000	0.000000	24.823341	24.823341
-24.800000	-2.086667	0.000000	24.840175	24.840175
-24.800000	-2.583333	0.000000	24.861528	24.861528
-24.800000	-3.080000	0.000000	24.887377	24.887377
-24.800000	-3.576667	0.000000	24.917696	24.917696
-24.800000	-4.073333	0.000000	24.952456	24.952456
-24.800000	-4.570000	0.000000	24.991622	24.991622
-24.800000	-5.066667	0.000000	25.035155	25.035155
-24.800000	-5.563333	0.000000	25.083012	25.083012
-24.800000	-6.060000	0.000000	25.135146	25.135146
-24.800000	-6.556667	0.000000	25.191508	25.191508
-24.800000	-7.053333	0.000000	25.252042	25.252042
-24.800000	-7.550000	0.000000	25.316690	25.316690
-24.800000	-8.046667	0.000000	25.385391	25.385391
-24.800000	-8.543333	0.000000	25.458081	25.458081
-24.800000	-9.040000	0.000000	25.534691	25.534691
-24.800000	-9.536667	0.000000	25.615151	25.615151
-24.800000	-10.033333	0.000000	25.699386	25.699386
-24.800000	-10.530000	0.000000	25.787321	25.787321
-24.800000	-11.026667	0.000000	25.878877	25.878877
-24.800000	-11.523333	0.000000	25.973973	25.973973
-24.800000	-12.020000	0.000000	26.072524	26.072524
-24.800000	-12.516667	0.000000	26.174447	26.174447
-24.800000	-13.013333	0.000000	26.279653	26.279653
-24.800000	-13.510000	0.000000	26.388053	26.388053
-24.800000	-14.006667	0.000000	26.499558	26.499558
-24.800000	-14.503333	0.000000	26.614076	26.614076
-24.800000	-15.000000	0.000000	26.731512	26.731512
-25.700000	-0.100000	0.000000	25.700089	25.700089
-25.700000	-0.596667	0.000000	25.703174	25.703174
-25.700000	-1.093333	0.000000	25.710655	25.710655
-25.700000	-1.590000	0.000000	25.722525	25.722525
-25.700000	-2.086667	0.000000	25.738772	25.738772
-25.700000	-2.583333	0.000000	25.759382	25.759382
-25.700000	-3.080000	0.000000	25.784336	25.784336
-25.700000	-3.576667	0.000000	25.813609	25.813609
-25.700000	-4.073333	0.000000	25.847174	25.847174
-25.700000	-4.570000	0.000000	25.885002	25.885002
-25.700000	-5.066667	0.000000	25.927055	25.927055
-25.700000	-5.563333	0.000000	25.973297	25.973297
-25.700000	-6.060000	0.000000	26.023685	26.023685
-25.700000	-6.556667	0.000000	26.078173	26.078173
-25.700000	-7.053333	0.000000	26.136712	26.136712
-25.700000	-7.550000	0.000000	26.199250	26.199250
-25.700000	-8.046667	0.000000	26.265731	26.265731
-25.700000	-8.543333	0.000000	26.336096	26.336096
-25.700000	-9.040000	0.000000	26.410284	26.410284
-25.700000	-9.536667	0.000000	26.488231	26.488231
-25.700000	-10.033333	0.000000	26.569869	26.569869
-25.700000	-10.530000	0.000000	26.655131	26.655131
-25.700000	-11.026667	0.000000	26.743942	26.743942
-25.700000	-11.523333	0.000000	26.836231	26.836231
-25.700000	-12.020000	0.000000	26.931920	26.931920
-25.700000	-12.516667	0.000000	27.030932	27.030932
-25.700000	-13.013333	0.000000	27.133187	27.133187
-25.700000	-13.510000	0.000000	27.238603	27.238603
-25.700000	-14.006667	0.000000	27.347098	27.347098
-25.700000	-14.503333	0.000000	27.458588	27.458588
-25.700000	-15.000000	0.000000	27.572986	27.572986
-26.600000	-0.100000	0.000000	26.600086	26.600086
-26.600000	-0.596667	0.000000	26.603067	26.603067
-26.600000	-1.093333	0.000000	26.610295	26.610295
-26.600000	-1.590000	0.000000	26.621764	26.621764
-26.600000	-2.086667	0.000000	26.637464	26.637464
-26.600000	-2.583333	0.000000	26.657381	26.657381
-26.600000	-3.080000	0.000000	26.681498	26.681498
-26.600000	-3.576667	0.000000	26.709794	26.709794
-26.600000	-4.073333	0.000000	26.742244	26.742244
-26.600000	-4.570000	0.000000	26.778821	26.778821
-26.600000	-5.066667	0.000000	26.819491	26.819491
-26.600000	-5.563333	0.000000	26.864222	26.864222
-26.600000	-6.060000	0.000000	26.912973	26.912973
-26.600000	-6.556667	0.000000	26.965705	26.965705
-26.600000	-7.053333	0.000000	27.022373	27.022373
-26.600000	-7.550000	0.000000	27.082928	27.082928
-26.600000	-8.046667	0.000000	27.147322	27.147322
-26.600000	-8.543333	0.000000	27.215499	27.215499
-26.600000	-9.040000	0.000000	27.287406	27.287406
-26.600000	-9.536667	0.000000	27.362982	27.362982
-26.600000	-10.033333	0.000000	27.442167	27.442167
-26.600000	-10.530000	0.000000	27.524899	27.524899
-26.600000	-11.026667	0.000000	27.611111	27.611111
-26.600000	-11.523333	0.000000	27.700736	27.700736
-26.600000	-12.020000	0.000000	27.793704	27.793704
-26.600000	-12.516667	0.000000	27.889945	27.889945
-26.600000	-13.013333	0.000000	27.989384	27.989384
-26.600000	-13.510000	0.000000	28.091948	28.091948
-26.600000	-14.006667	0.000000	28.197560	28.197560
-26.600000	-14.503333	0.000000	28.306144	28.306144
-26.600000	-15.000000	0.000000	28.417619	28.417619
-27.500000	-0.100000	0.000000	27.500083	27.500083
-27.500000	-0.596667	0.000000	27.502966	27.502966
-27.500000	-1.093333	0.000000	27.509958	27.509958
-27.500000	-1.590000	0.000000	27.521053	27.521053
-27.500000	-2.086667	0.000000	27.536241	27.536241
-27.500000	-2.583333	0.000000	27.555510	27.555510
-27.500000	-3.080000	0.000000	27.578845	27.578845
-27.500000	-3.576667	0.000000	27.606227	27.606227
-27.500000	-4.073333	0.000000	27.637633	27.637633
-27.500000	-4.570000	0.000000	27.673037	27.673037
-27.500000	-5.066667	0.000000	27.712411	27.712411
-27.500000	-5.563333	0.000000	27.755724	27.755724
-27.500000	-6.060000	0.000000	27.802941	27.802941
-27.500000	-6.556667	0.000000	27.854024	27.854024
-27.500000	-7.053333	0.000000	27.908932	27.908932
-27.500000	-7.550000	0.000000	27.967623	27.967623
-27.500000	-8.046667	0.000000	28.030051	28.030051
-27.500000	-8.543333	0.000000	28.096167	28.096167
-27.500000	-9.040000	0.000000	28.165920	28.165920
-27.500000	-9.536667	0.000000	28.239258	28.239258
-27.500000	-10.033333	0.000000	28.316123	28.316123
-27.500000	-10.530000	0.000000	28.396460	28.396460
-27.500000	-11.026667	0.000000	28.480207	28.480207
-27.500000	-11.523333	0.000000	28.567303	28.567303
-27.500000	-12.020000	0.000000	28.657684	28.657684
-27.500000	-12.516667	0.000000	28.751285	28.751285
-27.500000	-13.013333	0.000000	28.848039	28.848039
-27.500000	-13.510000	0.000000	28.947877	28.947877
-27.500000	-14.006667	0.000000	29.050729	29.050729
-27.500000	-14.503333	0.000000	29.156524	29.156524
-27.500000	-15.000000	0.000000	29.265189	29.265189
-28.400000	-0.100000	0.000000	28.400081	28.400081
-28.400000	-0.596667	0.000000	28.402872	28.402872
-28.400000	-1.093333	0.000000	28.409643	28.409643
-28.400000	-1.590000	0.000000	28.420386	28.420386
-28.400000	-2.086667	0.000000	28.435095	28.435095
-28.400000	-2.583333	0.000000	28.453758	28.453758
-28.400000	-3.080000	0.000000	28.476359	28.476359
-28.400000	-3.576667	0.000000	28.502883	28.502883
-28.400000	-4.073333	0.000000	28.533309	28.533309
-28.400000	-4.570000	0.000000	28.567614	28.567614
-28.400000	-5.066667	0.000000	28.605771	28.605771
-28.400000	-5.563333	0.000000	28.647752	28.647752
-28.400000	-6.060000	0.000000	28.693525	28.693525
-28.400000	-6.556667	0.000000	28.743057	28.743057
-28.400000	-7.053333	0.000000	28.796309	28.796309
-28.400000	-7.550000	0.000000	28.853244	28.853244
-28.400000	-8.046667	0.000000	28.913818	28.913818
-28.400000	-8.543333	0.000000	28.977989	28.977989
-28.400000	-9.040000	0.000000	29.045708	29.045708
-28.400000	-9.536667	0.000000	29.116928	29.116928
-28.400000	-10.033333	0.000000	29.191598	29.191598
-28.400000	-10.530000	0.000000	29.269664	29.269664
-28.400000	-11.026667	0.000000	29.351072	29.351072
-28.400000	-11.523333	0.000000	29.435765	29.435765
-28.400000	-12.020000	0.000000	29.523685	29.523685
-28.400000	-12.516667	0.000000	29.614772	29.614772
-28.400000	-13.013333	0.000000	29.708963	29.708963
-28.400000	-13.510000	0.000000	29.806196	29.806196
-28.400000	-14.006667	0.000000	29.906406	29.906406
-28.400000	-14.503333	0.000000	30.009527	30.009527
-28.400000	-15.000000	0.000000	30.115493	30.115493
-29.300000	-0.100000	0.000000	29.300078	29.300078
-29.300000	-0.596667	0.000000	29.302784	29.302784
-29.300000	-1.093333	0.000000	29.309347	29.309347
-29.300000	-1.590000	0.000000	29.319761	29.319761
-29.300000	-2.086667	0.000000	29.334019	29.334019
-29.300000	-2.583333	0.000000	29.352112	29.352112
-29.300000	-3.080000	0.000000	29.374025	29.374025
-29.300000	-3.576667	0.000000	29.399743	29.399743
-29.300000	-4.073333	0.000000	29.429248	29.429248
-29.300000	-4.570000	0.000000	29.462518	29.462518
-29.300000	-5.066667	0.000000	29.499530	29.499530
-29.300000	-5.563333	0.000000	29.540258	29.540258
-29.300000	-6.060000	0.000000	29.584672	29.584672
-29.300000	-6.556667	0.000000	29.632742	29.632742
-29.300000	-7.053333	0.000000	29.684433	29.684433
-29.300000	-7.550000	0.000000	29.739710	29.739710
-29.300000	-8.046667	0.000000	29.798534	29.798534
-29.300000	-8.543333	0.000000	29.860866	29.860866
-29.300000	-9.040000	0.000000	29.926662	29.926662
-29.300000	-9.536667	0.000000	29.995877	29.995877
-29.300000	-10.033333	0.000000	30.068465	30.068465
-29.300000	-10.530000	0.000000	30.144378	30.144378
-29.300000	-11.026667	0.000000	30.223565	30.223565
-29.300000	-11.523333	0.000000	30.305973	30.305973
-29.300000	-12.020000	0.000000	30.391550	30.391550
-29.300000	-12.516667	0.000000	30.480240	30.480240
-29.300000	-13.013333	0.000000	30.571985	30.571985
-29.300000	-13.510000	0.000000	30.666728	30.666728
-29.300000	-14.006667	0.000000	30.764409	30.764409
-29.300000	-14.503333	0.000000	30.864968	30.864968
-29.300000	-15.000000	0.000000	30.968342	30.968342
-30.200000	-0.100000	0.000000	30.200076	30.200076
-30.200000	-0.596667	0.000000	30.202701	30.202701
-30.200000	-1.093333	0.000000	30.209068	30.209068
-30.200000	-1.590000	0.000000	30.219173	30.219173
-30.200000	-2.086667	0.000000	30.233008	30.233008
-30.200000	-2.583333	0.000000	30.250564	30.250564
-30.200000	-3.080000	0.000000	30.271829	30.271829
-30.200000	-3.576667	0.000000	30.296788	30.296788
-30.200000	-4.073333	0.000000	30.325426	30.325426
-30.200000	-4.570000	0.000000	30.357722	30.357722
-30.200000	-5.066667	0.000000	30.393655	30.393655
-30.200000	-5.563333	0.000000	30.433201	30.433201
-30.200000	-6.060000	0.000000	30.476333	30.476333
-30.200000	-6.556667	0.000000	30.523023	30.523023
-30.200000	-7.053333	0.000000	30.573239	30.573239
-30.200000	-7.550000	0.000000	30.626950	30.626950
-30.200000	-8.046667	0.000000	30.684120	30.684120
-30.200000	-8.543333	0.000000	30.744711	30.744711
-30.200000	-9.040000	0.000000	30.808685	30.808685
-30.200000	-9.536667	0.000000	30.876000	30.876000
-30.200000	-10.033333	0.000000	30.946614	30.946614
-30.200000	-10.530000	0.000000	31.020482	31.020482
-30.200000	-11.026667	0.000000	31.097557	31.097557
-30.200000	-11.523333	0.000000	31.177792	31.177792
-30.200000	-12.020000	0.000000	31.261137	31.261137
-30.200000	-12.516667	0.000000	31.347540	31.347540
-30.200000	-13.013333	0.000000	31.436950	31.436950
-30.200000	-13.510000	0.000000	31.529313	31.529313
-30.200000	-14.006667	0.000000	31.624573	31.624573
-30.200000	-14.503333	0.000000	31.722675	31.722675
-30.200000	-15.000000	0.000000	31.823560	31.823560
-31.100000	-0.100000	0.000000	31.100074	31.100074
-31.100000	-0.596667	0.000000	31.102623	31.102623
-31.100000	-1.093333	0.000000	31.108806	31.108806
-31.100000	-1.590000	0.000000	31.118619	31.118619
-31.100000	-2.086667	0.000000	31.132054	31.132054
-31.100000	-2.583333	0.000000	31.149105	31.149105
-31.100000	-3.080000	0.000000	31.169759	31.169759
-31.100000	-3.576667	0.000000	31.194003	31.194003
-31.100000	-4.073333	0.000000	31.221823	31.221823
-31.100000	-4.570000	0.000000	31.253200	31.253200
-31.100000	-5.066667	0.000000	31.288114	31.288114
-31.100000	-5.563333	0.000000	31.326543	31.326543
-31.100000	-6.060000	0.000000	31.368464	31.368464
-31.100000	-6.556667	0.000000	31.413850	31.413850
-31.100000	-7.053333	0.000000	31.462672	31.462672
-31.100000	-7.550000	0.000000	31.514901	31.514901
-31.100000	-8.046667	0.000000	31.570503	31.570503
-31.100000	-8.543333	0.000000	31.629446	31.629446
-31.100000	-9.040000	0.000000	31.691692	31.691692
-31.100000	-9.536667	0.000000	31.757204	31.757204
-31.100000	-10.033333	0.000000	31.825943	31.825943
-31.100000	-10.530000	0.000000	31.897867	31.897867
-31.100000	-11.026667	0.000000	31.972933	31.972933
-31.100000	-11.523333	0.000000	32.051098	32.051098
-31.100000	-12.020000	0.000000	32.132315	32.132315
-31.100000	-12.516667	0.000000	32.216538	32.216538
-31.100000	-13.013333	0.000000	32.303717	32.303717
-31.100000	-13.510000	0.000000	32.393803	32.393803
-31.100000	-14.006667	0.000000	32.486745	32.486745
-31.100000	-14.503333	0.000000	32.582491	32.582491
-31.100000	-15.000000	0.000000	32.680987	32.680987
-32.000000	-0.100000	0.000000	32.000072	32.000072
-32.000000	-0.596667	0.000000	32.002549	32.002549
-32.000000	-1.093333	0.000000	32.008559	32.008559
-32.000000	-1.590000	0.000000	32.018095	32.018095
-32.000000	-2.086667	0.000000	32.031154	32.031154
-32.000000	-2.583333	0.000000	32.047727	32.047727
-32.000000	-3.080000	0.000000	32.067804	32.067804
-32.000000	-3.576667	0.000000	32.091373	32.091373
-32.000000	-4.073333	0.000000	32.118420	32.118420
-32.000000	-4.570000	0.000000	32.148928	32.148928
-32.000000	-5.066667	0.000000	32.182879	32.182879
-32.000000	-5.563333	0.000000	32.220253	32.220253
-32.000000	-6.060000	0.000000	32.261028	32.261028
-32.000000	-6.556667	0.000000	32.305179	32.305179
-32.000000	-7.053333	0.000000	32.352681	32.352681
-32.000000	-7.550000	0.000000	32.403505	32.403505
-32.000000	-8.046667	0.000000	32.457622	32.457622
-32.000000	-8.543333	0.000000	32.515000	32.515000
-32.000000	-9.040000	0.000000	32.575606	32.575606
-32.000000	-9.536667	0.000000	32.639405	32.639405
-32.000000	-10.033333	0.000000	32.706361	32.706361
-32.000000	-10.530000	0.000000	32.776435	32.776435
-32.000000	-11.026667	0.000000	32.849589	32.849589
-32.000000	-11.523333	0.000000	32.925781	32.925781
-32.000000	-12.020000	0.000000	33.004969	33.004969
-32.000000	-12.516667	0.000000	33.087109	33.087109
-32.000000	-13.013333	0.000000	33.172156	33.172156
-32.000000	-13.510000	0.000000	33.260064	33.260064
-32.000000	-14.006667	0.000000	33.350785	33.350785
-32.000000	-14.503333	0.000000	33.444272	33.444272
-32.000000	-15.000000	0.000000	33.540474	33.540474
